FID IID phenotype
2127 2127_1 -1.25264508014145
2128 2128_0 -1.80638753896921
2128 2128_1 -1.86387110272443
2129 2129_0 -1.45341407423828
2129 2129_1 -0.519076881601268
213 213_0 -2.38572096973159
213 213_1 -2.03738115514338
2130 2130_0 -0.506661507833919
2130 2130_1 -0.670373101837197
2131 2131_0 0.880143804748988
2131 2131_1 0.800568544818295
2132 2132_0 -3.08484503751987
2132 2132_1 -1.7680119636349
2133 2133_0 0.282574279780151
2133 2133_1 -0.36898260484191
2134 2134_0 -1.9712047115054
2134 2134_1 -2.64828053301128
2135 2135_0 -2.1353112319595
2135 2135_1 -2.64076376562982
2136 2136_0 -1.42057121032754
2136 2136_1 -0.266361051100018
2137 2137_0 0.0149245881503253
2137 2137_1 0.516550424278587
2138 2138_0 -0.947724127138896
2138 2138_1 -0.619352115997347
2139 2139_0 -1.3465896121816
2139 2139_1 -1.44102919624096
214 214_0 -1.36177862786264
214 214_1 -1.23739042727717
2140 2140_0 -1.66940413888611
2140 2140_1 -0.722248655784199
2141 2141_0 -0.966387467253336
2141 2141_1 -2.07221687663923
2142 2142_0 -2.29112030406266
2142 2142_1 -1.84879968476127
2143 2143_0 -2.2358057345972
2143 2143_1 -0.673686957179677
2144 2144_0 -2.06556869717572
2144 2144_1 -2.66810364407722
2145 2145_0 -0.936729774448309
2145 2145_1 0.485988424963686
2146 2146_0 -0.721847783586735
2146 2146_1 -1.13392866564369
2147 2147_0 -0.937418604415722
2147 2147_1 -0.138653597551495
2148 2148_0 0.368334785268477
2148 2148_1 -0.0313539847895473
2149 2149_0 -0.720904149063283
2149 2149_1 -1.70424398581175
215 215_0 -0.711076085033368
215 215_1 -1.04422569126825
2150 2150_0 -1.1421252344441
2150 2150_1 -0.358633679886617
2151 2151_0 -0.80952734097258
2151 2151_1 -0.981536215060874
2152 2152_0 -0.823366919927153
2152 2152_1 -1.21516404633075
2153 2153_0 -1.10644780842759
2153 2153_1 -1.51457066766447
2154 2154_0 -0.472718106450987
2154 2154_1 -1.17056674580309
2155 2155_0 -1.05225069174093
2155 2155_1 -1.10899345539237
2156 2156_0 -2.17798583280552
2156 2156_1 -1.85859226383484
2157 2157_0 -1.49024261233042
2157 2157_1 -1.9328810220235
2158 2158_0 0.0870138524371529
2158 2158_1 -0.213321514469656
2159 2159_0 -0.220522611433342
2159 2159_1 0.455065593857468
216 216_0 -0.755007072132304
216 216_1 -1.71167608875064
2160 2160_0 -0.566683724031864
2160 2160_1 -0.315592356273893
2161 2161_0 -1.70430182355902
2161 2161_1 -1.63622818440472
2162 2162_0 -1.9743128096625
2162 2162_1 -1.42285395738308
2163 2163_0 -1.4859168449915
2163 2163_1 -2.42182332383007
2164 2164_0 -2.87081376418554
2164 2164_1 -2.38253450221233
2165 2165_0 -1.64638267389218
2165 2165_1 -1.50068588248486
2166 2166_0 -0.442059249395272
2166 2166_1 -2.19822914787938
2167 2167_0 -2.06954649340089
2167 2167_1 -0.649921552875361
2168 2168_0 0.279775625347564
2168 2168_1 -1.03426053931133
2169 2169_0 -0.399282883267683
2169 2169_1 -0.56760024122096
217 217_0 0.702598213026778
217 217_1 0.422577973979908
2170 2170_0 -1.24375181924321
2170 2170_1 -1.5868808610448
2171 2171_0 -1.42651323240875
2171 2171_1 -0.137084141312933
2172 2172_0 -2.45149860431352
2172 2172_1 -1.57716655741081
2173 2173_0 -1.26159557297626
2173 2173_1 -1.41830978185367
2174 2174_0 0.462638866940955
2174 2174_1 0.502501483870459
2175 2175_0 -0.52517011969263
2175 2175_1 -0.621309768548822
2176 2176_0 -1.26216628678254
2176 2176_1 -0.594195658056791
2177 2177_0 -1.19060218940849
2177 2177_1 -0.778176637877665
2178 2178_0 -1.65840944899497
2178 2178_1 -1.45129394304571
2179 2179_0 -0.760659487718629
2179 2179_1 -0.498850013848393
218 218_0 -0.896758228043777
218 218_1 -1.30594061575161
2180 2180_0 0.0120846513166857
2180 2180_1 0.562469844088026
2181 2181_0 -0.742804600027001
2181 2181_1 -0.974776391971438
2182 2182_0 -1.18355327861744
2182 2182_1 -0.3569165260345
2183 2183_0 0.25013804450718
2183 2183_1 0.461055616245528
2184 2184_0 -1.1398438424673
2184 2184_1 -1.44160714068676
2185 2185_0 -1.09365393169497
2185 2185_1 -1.52243781805855
2186 2186_0 -1.63621875122005
2186 2186_1 -1.8726354238055
2187 2187_0 -3.1316722616693
2187 2187_1 -4.18176562585829
2188 2188_0 -0.38958517898883
2188 2188_1 -0.810907660694072
2189 2189_0 -1.43971894727691
2189 2189_1 -1.48631881647947
219 219_0 0.00318517588963005
219 219_1 -0.75624576260372
2190 2190_0 -1.81701206217807
2190 2190_1 -1.31669349250446
2191 2191_0 -1.55195073765721
2191 2191_1 -1.43428770366748
2192 2192_0 -0.673101295319127
2192 2192_1 -1.15135387985972
2193 2193_0 0.258620031866495
2193 2193_1 -0.888910332375886
2194 2194_0 0.919034572275006
2194 2194_1 -0.664883139330666
2195 2195_0 -1.6927446604827
2195 2195_1 -1.58363844464321
2196 2196_0 -1.20138450292239
2196 2196_1 -1.68527920422826
2197 2197_0 0.146362397908787
2197 2197_1 0.60525126305234
2198 2198_0 0.833683614157793
2198 2198_1 -1.71378882510716
2199 2199_0 0.0741330342084591
2199 2199_1 -0.998618578590365
22 22_0 -1.35380189109776
22 22_1 -1.22870756255075
220 220_0 -0.455183655752399
220 220_1 -0.496290886067567
2200 2200_0 -0.362166328548354
2200 2200_1 -0.112574847290211
2201 2201_0 -2.445747008408
2201 2201_1 -2.15490258285249
2202 2202_0 -0.235046968604599
2202 2202_1 -0.751032223457527
2203 2203_0 -2.1566002414655
2203 2203_1 -1.942138449124
2204 2204_0 -0.657454134209071
2204 2204_1 -1.60908831118795
2205 2205_0 0.5361352341618
2205 2205_1 -0.469566126375814
2206 2206_0 -2.02160321827704
2206 2206_1 -2.73689216877553
2207 2207_0 -1.39580235746326
2207 2207_1 -1.27055627322461
2208 2208_0 -2.18868885594608
2208 2208_1 -2.10883917879457
2209 2209_0 -1.45499150500556
2209 2209_1 -1.15369825285455
221 221_0 -2.11272787092811
221 221_1 -1.20765066466612
2210 2210_0 -1.15167246392062
2210 2210_1 -1.04136405155486
2211 2211_0 -0.834646296501455
2211 2211_1 1.03492765282897
2212 2212_0 -1.92187932216536
2212 2212_1 -3.66634604632413
2213 2213_0 -1.77520767183423
2213 2213_1 -2.03777613543662
2214 2214_0 0.164402835290748
2214 2214_1 -0.989289739669467
2215 2215_0 0.552697494974937
2215 2215_1 0.143641556477793
2216 2216_0 -1.86948885479032
2216 2216_1 -2.05934003126049
2217 2217_0 -1.55023506276067
2217 2217_1 -1.97214314744058
2218 2218_0 -1.40527429302478
2218 2218_1 -1.89362068429768
2219 2219_0 -2.37254486478376
2219 2219_1 -1.9565076804352
222 222_0 -2.56591915563846
222 222_1 -2.89129120637956
2220 2220_0 -1.78152690079943
2220 2220_1 -1.446099850231
2221 2221_0 -0.527741245408124
2221 2221_1 -0.694870827424255
2222 2222_0 -1.12331677574587
2222 2222_1 -1.05798037424983
2223 2223_0 0.384363811312932
2223 2223_1 -0.665693667316207
2224 2224_0 -1.59362096639465
2224 2224_1 -1.61290493702796
2225 2225_0 -1.12004503904123
2225 2225_1 -0.598118717679154
2226 2226_0 -1.84975448401995
2226 2226_1 -0.574581318955432
2227 2227_0 -1.33910919881752
2227 2227_1 -0.993273271772307
2228 2228_0 -1.15632694424491
2228 2228_1 -1.88843600279692
2229 2229_0 -2.0827733366284
2229 2229_1 -1.85307386129333
223 223_0 -0.0947154215248391
223 223_1 -1.86841772673309
2230 2230_0 0.236151523684941
2230 2230_1 0.704451474178792
2231 2231_0 -1.2454208225939
2231 2231_1 -0.482516022213459
2232 2232_0 0.400561635227601
2232 2232_1 -0.271628803990504
2233 2233_0 -1.17967430475983
2233 2233_1 -1.64348598657502
2234 2234_0 -0.735443558625879
2234 2234_1 -1.8945120478441
2235 2235_0 -1.67912776781505
2235 2235_1 -0.506196499309339
2236 2236_0 -0.864940192911244
2236 2236_1 -1.06635806072297
2237 2237_0 -0.605123549639667
2237 2237_1 -1.91202107041598
2238 2238_0 -1.16487673612655
2238 2238_1 -1.1270435433612
2239 2239_0 -1.94833647250371
2239 2239_1 -1.1255171924873
224 224_0 -2.31397675078138
224 224_1 -1.37325761354104
2240 2240_0 -0.593989495677376
2240 2240_1 -1.15286594647581
2241 2241_0 -0.14491195938164
2241 2241_1 -0.888634161757702
2242 2242_0 -0.941088516181253
2242 2242_1 0.08218530987909
2243 2243_0 -1.69514976026779
2243 2243_1 -0.844711547198031
2244 2244_0 -1.94658016889533
2244 2244_1 -2.20557329325179
2245 2245_0 -0.208285508473531
2245 2245_1 -1.82290222405585
2246 2246_0 -2.69473152391309
2246 2246_1 -2.06924832351896
2247 2247_0 -1.90916980120254
2247 2247_1 -0.903910297220834
2248 2248_0 -1.05321953019416
2248 2248_1 -1.18497783042548
2249 2249_0 -2.10089615725817
2249 2249_1 -1.3904228800759
225 225_0 -2.00512230441449
225 225_1 -1.13415157353169
2250 2250_0 -1.97094654072947
2250 2250_1 -2.68288909168812
2251 2251_0 -2.21382738207106
2251 2251_1 -1.1761494174526
2252 2252_0 -0.0454611820744891
2252 2252_1 -0.943879198961293
2253 2253_0 -1.59155274712681
2253 2253_1 -1.06140455626608
2254 2254_0 -0.824038841381961
2254 2254_1 -0.57327946550035
2255 2255_0 -0.661883482774108
2255 2255_1 -0.582706153988129
2256 2256_0 -0.89058109527293
2256 2256_1 -2.24776733147226
2257 2257_0 -0.959073867832796
2257 2257_1 -0.334411551441536
2258 2258_0 0.0464151629062152
2258 2258_1 0.533769381302257
2259 2259_0 0.6267136237101
2259 2259_1 0.155814155411854
226 226_0 0.441022671826659
226 226_1 -0.0166601027709533
2260 2260_0 -0.0813918507903671
2260 2260_1 -0.755048768130214
2261 2261_0 -1.64681389905694
2261 2261_1 -0.183696416360749
2262 2262_0 -1.27398470069907
2262 2262_1 -1.8187552246619
2263 2263_0 -3.22636805158109
2263 2263_1 -3.20029409604447
2264 2264_0 -2.4749238385028
2264 2264_1 -2.06051117673675
2265 2265_0 0.184342655944718
2265 2265_1 -1.33931622270471
2266 2266_0 0.289863155047339
2266 2266_1 -0.284112324420202
2267 2267_0 -0.692131329743597
2267 2267_1 -1.31589190911017
2268 2268_0 -0.918184019616651
2268 2268_1 -1.12412569560131
2269 2269_0 -2.19345210474642
2269 2269_1 -1.99624063583673
227 227_0 0.460602771214977
227 227_1 -0.355859969439184
2270 2270_0 -1.87706464341156
2270 2270_1 -1.86906417285054
2271 2271_0 -0.221428749824023
2271 2271_1 -1.20536922758205
2272 2272_0 -2.033855762659
2272 2272_1 -2.3089798076442
2273 2273_0 -1.20138669564037
2273 2273_1 -2.1423840138679
2274 2274_0 -0.960392774752389
2274 2274_1 -1.78097069795847
2275 2275_0 -2.94410739566795
2275 2275_1 -2.96149093545686
2276 2276_0 -1.60152839070102
2276 2276_1 -1.16579344631534
2277 2277_0 -0.29157964138364
2277 2277_1 -0.207956876075858
2278 2278_0 -2.49378171802457
2278 2278_1 -3.95801101354455
2279 2279_0 0.228434522626888
2279 2279_1 -0.481186565830321
228 228_0 -1.4236368251423
228 228_1 -1.50195781014997
2280 2280_0 0.721894750956103
2280 2280_1 2.35534381630427
2281 2281_0 -2.60829576522401
2281 2281_1 -2.65625406158977
2282 2282_0 -2.29806468125118
2282 2282_1 -1.41108173471417
2283 2283_0 -0.238996760397458
2283 2283_1 -0.505770910942071
2284 2284_0 -2.01128823938365
2284 2284_1 -3.29471249275056
2285 2285_0 -1.44357097631998
2285 2285_1 -1.13410890757063
2286 2286_0 -2.09619851250426
2286 2286_1 -2.27203464896344
2287 2287_0 0.758150077365337
2287 2287_1 0.723122800818519
2288 2288_0 -0.911807108944987
2288 2288_1 -1.52690587714421
2289 2289_0 -0.668031064592541
2289 2289_1 -1.47881379446157
229 229_0 -0.631558508221582
229 229_1 -0.829844589983532
2290 2290_0 -1.5919885948425
2290 2290_1 -0.786124530593202
2291 2291_0 -0.495894284272906
2291 2291_1 -0.119272300187859
2292 2292_0 -1.92635388312974
2292 2292_1 -1.49868189725991
2293 2293_0 0.116808028100419
2293 2293_1 -0.428281924960058
2294 2294_0 -1.24050740741171
2294 2294_1 -0.43540239589854
2295 2295_0 0.134255192752779
2295 2295_1 -0.424684519500903
2296 2296_0 -0.112954956123761
2296 2296_1 -0.166470712157861
2297 2297_0 -2.08014473999049
2297 2297_1 -1.46362511497176
2298 2298_0 0.439129560374386
2298 2298_1 -0.444444794566947
2299 2299_0 -1.43236119665549
2299 2299_1 -0.536795361055205
23 23_0 0.450118823313736
23 23_1 0.222813460016458
230 230_0 -2.06695113566905
230 230_1 -1.44088869881585
2300 2300_0 -1.17421079355378
2300 2300_1 -1.68438594198018
2301 2301_0 -1.60136999098823
2301 2301_1 -3.20675998739911
2302 2302_0 -1.67213212493452
2302 2302_1 -1.3378908076486
2303 2303_0 -2.07433167372
2303 2303_1 -1.60375204896636
2304 2304_0 -0.69636744243971
2304 2304_1 -0.795495574801868
2305 2305_0 -1.21132766127229
2305 2305_1 -1.32389506628032
2306 2306_0 -1.58600527706945
2306 2306_1 -0.664886906666951
2307 2307_0 -2.21154473479839
2307 2307_1 -1.72791141949761
2308 2308_0 -0.641531987602836
2308 2308_1 -2.09040829717249
2309 2309_0 -2.35428082768036
2309 2309_1 -2.39788835915912
231 231_0 -2.35656844909513
231 231_1 -2.17409448245627
2310 2310_0 0.132816049107206
2310 2310_1 -0.528664062473827
2311 2311_0 -0.642552866091706
2311 2311_1 -0.180808355835754
2312 2312_0 -0.833815485979269
2312 2312_1 -2.91506033904361
2313 2313_0 0.584052857272575
2313 2313_1 -1.36499343016806
2314 2314_0 0.114505552898026
2314 2314_1 0.472093223859223
2315 2315_0 -1.60758522797983
2315 2315_1 -1.20352985295656
2316 2316_0 -0.0975290879239077
2316 2316_1 -0.137724806696127
2317 2317_0 -1.43966602007485
2317 2317_1 -1.76250946072301
2318 2318_0 -2.22394830188684
2318 2318_1 -0.872833865916197
2319 2319_0 -1.1990730376162
2319 2319_1 -1.46386535589719
232 232_0 -0.213717740207604
232 232_1 -0.0818275171602224
2320 2320_0 -3.4296302317244
2320 2320_1 -2.68088308241583
2321 2321_0 -2.73516090196035
2321 2321_1 -2.75303968315386
2322 2322_0 -1.27793296630374
2322 2322_1 -0.593090651975085
2323 2323_0 -0.89809446889627
2323 2323_1 -1.40718103354814
2324 2324_0 -0.506883948394019
2324 2324_1 -1.08667732658243
2325 2325_0 -0.00752054319654083
2325 2325_1 -0.332621038636185
2326 2326_0 -2.91949899225278
2326 2326_1 -3.12905746531725
2327 2327_0 -0.714300886682723
2327 2327_1 -0.23951548244927
2328 2328_0 -1.13400307180747
2328 2328_1 -1.06623277281638
2329 2329_0 -1.54692324300027
2329 2329_1 -2.23718061729224
233 233_0 -1.0773987401652
233 233_1 -1.88099714561111
2330 2330_0 0.977996246085319
2330 2330_1 -0.158674952476537
2331 2331_0 -1.21512648950468
2331 2331_1 -1.40705421002417
2332 2332_0 -2.7128722486142
2332 2332_1 -2.35384209777033
2333 2333_0 -1.14395194172757
2333 2333_1 -0.595448068670677
2334 2334_0 -1.91055741060959
2334 2334_1 -0.717982647399635
2335 2335_0 -0.413511072681705
2335 2335_1 -0.609443446206981
2336 2336_0 -2.4295117950849
2336 2336_1 -2.54131939017434
2337 2337_0 -4.41693537105312
2337 2337_1 -4.05558126418588
2338 2338_0 -0.656426991775536
2338 2338_1 -1.41084592014813
2339 2339_0 -0.520217667951792
2339 2339_1 -0.393616247411397
234 234_0 -2.5277987648039
234 234_1 -2.78942696760973
2340 2340_0 -2.00910700627067
2340 2340_1 -1.86804969548678
2341 2341_0 -1.13993557594803
2341 2341_1 -2.33716596857273
2342 2342_0 -2.26631636621832
2342 2342_1 -1.71493405091831
2343 2343_0 -1.54094967214041
2343 2343_1 -2.14897229458355
2344 2344_0 -0.907966993281474
2344 2344_1 -0.613431496655564
2345 2345_0 -0.819441110591744
2345 2345_1 -1.2979084293044
2346 2346_0 0.255166923165607
2346 2346_1 -0.1911995066578
2347 2347_0 -0.871598657108358
2347 2347_1 -0.433560360809139
2348 2348_0 -0.630215855314942
2348 2348_1 0.716274140236789
2349 2349_0 -0.366555249127546
2349 2349_1 -0.240259550535251
235 235_0 -1.84567003649787
235 235_1 -2.37738564559156
2350 2350_0 -1.27229598694503
2350 2350_1 -0.764591399859823
2351 2351_0 -2.75100356566401
2351 2351_1 -2.0627162147686
2352 2352_0 -0.420641929305644
2352 2352_1 -0.523925364142008
2353 2353_0 -2.02072015576322
2353 2353_1 -1.62841596360731
2354 2354_0 -0.472016934572144
2354 2354_1 0.257065663387339
2355 2355_0 -2.61406515378712
2355 2355_1 -2.54536888939491
2356 2356_0 -1.35160889351791
2356 2356_1 -0.937537442846406
2357 2357_0 -0.973318447635544
2357 2357_1 -0.0714430380442173
2358 2358_0 -1.51200992991067
2358 2358_1 -1.55062615218134
2359 2359_0 -1.47475510645931
2359 2359_1 -0.697494169934339
236 236_0 -0.791089974353333
236 236_1 -0.529343484452254
2360 2360_0 -1.44464153357522
2360 2360_1 -1.93719612587785
2361 2361_0 -1.0962740123238
2361 2361_1 -2.46405627404297
2362 2362_0 0.483520993149242
2362 2362_1 -0.100345365354134
2363 2363_0 0.0725540812295814
2363 2363_1 -0.0782984494928303
2364 2364_0 -1.52628368538993
2364 2364_1 -2.80847216265439
2365 2365_0 -2.43277624339748
2365 2365_1 -2.5361575683046
2366 2366_0 0.467103883407123
2366 2366_1 1.35508424176135
2367 2367_0 -1.51005179576448
2367 2367_1 -0.783926813253382
2368 2368_0 -0.325756905032354
2368 2368_1 0.152511633760489
2369 2369_0 -1.13858777247168
2369 2369_1 -1.56572723508929
237 237_0 -0.709219767558852
237 237_1 -2.56814140479897
2370 2370_0 1.07890111421749
2370 2370_1 0.170550262871868
2371 2371_0 -1.61544213309867
2371 2371_1 -0.955179835390578
2372 2372_0 -2.04218922671963
2372 2372_1 -2.2020759727726
2373 2373_0 -1.67496516270485
2373 2373_1 -1.09371810377031
2374 2374_0 -1.20461377325128
2374 2374_1 -0.872118402993762
2375 2375_0 -1.41508192872933
2375 2375_1 -1.61442577221158
2376 2376_0 -1.63667290627758
2376 2376_1 -1.76781615782184
2377 2377_0 -2.52032224577861
2377 2377_1 -2.70625234397076
2378 2378_0 -2.07164068802867
2378 2378_1 -1.46971655427553
2379 2379_0 -0.993770207609715
2379 2379_1 -1.20771763248902
238 238_0 0.00359941338696068
238 238_1 -1.64738739159753
2380 2380_0 -1.52424336641145
2380 2380_1 -1.52110336273996
2381 2381_0 -1.99504777588873
2381 2381_1 -1.11038405246024
2382 2382_0 -0.0690234323889032
2382 2382_1 0.472091260539823
2383 2383_0 -2.06839274588093
2383 2383_1 -2.07082532533255
2384 2384_0 -1.37663311495559
2384 2384_1 -2.01911705121515
2385 2385_0 -0.286688828340548
2385 2385_1 0.333252452088342
2386 2386_0 -0.443460185415178
2386 2386_1 -1.11703081684731
2387 2387_0 -1.12143417617054
2387 2387_1 -0.539781318349378
2388 2388_0 -0.889321863992003
2388 2388_1 -2.05374252899609
2389 2389_0 -0.787536191132571
2389 2389_1 -1.30378476673842
239 239_0 -2.31875818802798
239 239_1 -1.55332407269432
2390 2390_0 -0.477681379206503
2390 2390_1 -2.12152354144207
2391 2391_0 -1.54861645012696
2391 2391_1 -0.603523116879963
2392 2392_0 -3.53963481890464
2392 2392_1 -1.90156704955016
2393 2393_0 -2.31562044000945
2393 2393_1 -2.39542555272292
2394 2394_0 -1.04622184203255
2394 2394_1 -1.06601617297697
2395 2395_0 -2.06783453655851
2395 2395_1 0.046408192717692
2396 2396_0 -0.297431530742973
2396 2396_1 -0.782570115665285
2397 2397_0 -0.753348163634305
2397 2397_1 0.230250415631219
2398 2398_0 -2.24877352950946
2398 2398_1 -1.75118770973925
2399 2399_0 -0.440017306103779
2399 2399_1 -0.107613473211562
24 24_0 -1.14173482138629
24 24_1 -2.49169487723418
240 240_0 -1.99090977997015
240 240_1 -2.17709887638304
2400 2400_0 -1.34509642253762
2400 2400_1 -1.98560870953439
2401 2401_0 0.234299249838961
2401 2401_1 0.446299439580723
2402 2402_0 -1.21025244746773
2402 2402_1 -0.893988855091729
2403 2403_0 -0.290465020818934
2403 2403_1 -1.0844024967374
2404 2404_0 0.188477409944805
2404 2404_1 -1.49548116303935
2405 2405_0 0.278484274146462
2405 2405_1 0.350909596664896
2406 2406_0 -2.2509106843436
2406 2406_1 -3.69932799020687
2407 2407_0 -2.58588495352904
2407 2407_1 -2.35893097301983
2408 2408_0 -1.50709925913043
2408 2408_1 -1.70189400808861
2409 2409_0 -0.523416335652792
2409 2409_1 -1.48472118534003
241 241_0 -0.640821026425602
241 241_1 -0.369360191336911
2410 2410_0 0.49570141116233
2410 2410_1 -0.0402818254955736
2411 2411_0 -0.84096296240844
2411 2411_1 -0.669896485875918
2412 2412_0 -1.17834970697373
2412 2412_1 -1.29116418716917
2413 2413_0 -0.89770170584618
2413 2413_1 -1.20596062812132
2414 2414_0 0.332942185367517
2414 2414_1 0.279790476515386
2415 2415_0 -0.859927865312418
2415 2415_1 -1.45969382154109
2416 2416_0 -0.698702804327266
2416 2416_1 -1.38229323454425
2417 2417_0 -2.30730337847746
2417 2417_1 -2.19576793437923
2418 2418_0 -1.26303865536556
2418 2418_1 -1.01652172712908
2419 2419_0 -2.10077493090782
2419 2419_1 -1.81793165955604
242 242_0 -0.389020273236174
242 242_1 -1.9387955070817
2420 2420_0 -1.67126752484389
2420 2420_1 -0.418154010310124
2421 2421_0 -1.29370929910227
2421 2421_1 -0.641691371620666
2422 2422_0 -2.84823575850261
2422 2422_1 -3.00695662746809
2423 2423_0 -0.710826681244213
2423 2423_1 -2.09393704703853
2424 2424_0 -1.00427678083777
2424 2424_1 -1.95965158299519
2425 2425_0 -2.10464117588721
2425 2425_1 -1.28070826121186
2426 2426_0 -1.94787158400095
2426 2426_1 -2.97466636764971
2427 2427_0 -2.74723701848249
2427 2427_1 -1.39584504527106
2428 2428_0 -0.576390899272819
2428 2428_1 -1.12016505077169
2429 2429_0 -1.94004791487866
2429 2429_1 -1.57058790869017
243 243_0 -0.386903034037716
243 243_1 -0.138801312081743
2430 2430_0 -0.610474325520702
2430 2430_1 -0.174362248224733
2431 2431_0 -3.05991858709745
2431 2431_1 -3.33791649559086
2432 2432_0 -1.51005185722574
2432 2432_1 -0.787791789437244
2433 2433_0 0.213250292780463
2433 2433_1 -0.198046577527858
2434 2434_0 -2.94584318569987
2434 2434_1 -2.8556317636691
2435 2435_0 -1.44216720679553
2435 2435_1 -0.710170055131242
2436 2436_0 -2.28054938644135
2436 2436_1 -1.7218152905321
2437 2437_0 -1.13553336163384
2437 2437_1 -1.77030068233966
2438 2438_0 -2.01953198437806
2438 2438_1 -2.26175110414077
2439 2439_0 -1.71240161211484
2439 2439_1 -1.85576761227247
244 244_0 -1.73368267597433
244 244_1 -1.7910099633646
2440 2440_0 0.331236963847215
2440 2440_1 -0.075842271760019
2441 2441_0 1.36612853237177
2441 2441_1 0.120285803346283
2442 2442_0 -0.554573525628313
2442 2442_1 -1.5489947038122
2443 2443_0 -0.889918639579909
2443 2443_1 -1.45507677379947
2444 2444_0 -1.53174648384918
2444 2444_1 -2.2310728164617
2445 2445_0 -0.753531158430591
2445 2445_1 0.138006900262382
2446 2446_0 -0.588096495621222
2446 2446_1 -0.600953743376345
2447 2447_0 -2.29538772817389
2447 2447_1 -3.35768059462603
2448 2448_0 -0.203674549744727
2448 2448_1 -1.28485985698431
2449 2449_0 -1.28148448346272
2449 2449_1 -0.682382806523374
245 245_0 -0.839881175481909
245 245_1 -1.80953891151047
2450 2450_0 -1.62970728453568
2450 2450_1 -1.90965954954711
2451 2451_0 0.253359590569729
2451 2451_1 0.221734105610676
2452 2452_0 -1.54517758105084
2452 2452_1 -1.73947256965375
2453 2453_0 -1.60144869716772
2453 2453_1 -2.41294800424912
2454 2454_0 -0.0466139186799641
2454 2454_1 0.0579276569992871
2455 2455_0 1.02981904104844
2455 2455_1 -0.00434150124982099
2456 2456_0 0.186790643450283
2456 2456_1 -0.223791246422131
2457 2457_0 -0.825742363103478
2457 2457_1 -1.28753437734018
2458 2458_0 -0.908636411826745
2458 2458_1 -0.624968865497181
2459 2459_0 0.165433290870524
2459 2459_1 0.842788468631504
246 246_0 -0.103726364253786
246 246_1 -0.587172046863015
2460 2460_0 -2.88731665028402
2460 2460_1 -2.80814211367969
2461 2461_0 0.317700384204623
2461 2461_1 0.153423192549592
2462 2462_0 -1.47409268262429
2462 2462_1 -1.3290775848045
2463 2463_0 -1.74836395879227
2463 2463_1 -1.5978466088511
2464 2464_0 -1.13632216042685
2464 2464_1 -2.08877855478318
2465 2465_0 -0.598379226725869
2465 2465_1 -1.44402963375942
2466 2466_0 -0.88044686547863
2466 2466_1 -0.976693815368273
2467 2467_0 -1.5522159306412
2467 2467_1 -1.83331482942983
2468 2468_0 -2.14921256317026
2468 2468_1 -1.27253586182466
2469 2469_0 -2.39874512292892
2469 2469_1 -1.36888918400234
247 247_0 -0.884855854495869
247 247_1 -0.887524309645009
2470 2470_0 -1.05070346275853
2470 2470_1 -0.530196606861585
2471 2471_0 -1.04080492697169
2471 2471_1 -0.45120981572825
2472 2472_0 -0.0131172536449077
2472 2472_1 0.293396224856091
2473 2473_0 -1.56788116271446
2473 2473_1 -0.483722562442126
2474 2474_0 -1.1254404059589
2474 2474_1 -1.69282776557534
2475 2475_0 -1.84236861245265
2475 2475_1 -1.53643447963967
2476 2476_0 -0.855329076062939
2476 2476_1 -0.761900987675733
2477 2477_0 -2.74437251138614
2477 2477_1 -2.65325678273445
2478 2478_0 -0.512453560601406
2478 2478_1 -0.741965613764054
2479 2479_0 -2.05178257215461
2479 2479_1 -1.46056235294146
248 248_0 -1.70545730872889
248 248_1 -0.650810524011328
2480 2480_0 -1.73857714136291
2480 2480_1 -3.37786437088972
2481 2481_0 -0.937358592077881
2481 2481_1 -1.32416257540497
2482 2482_0 -0.306793100347319
2482 2482_1 -1.02125866914433
2483 2483_0 -1.60431487422607
2483 2483_1 -0.817857193956028
2484 2484_0 -0.764962824023177
2484 2484_1 -0.427132961577886
2485 2485_0 -1.03250209939512
2485 2485_1 -1.44479406252649
2486 2486_0 -0.750863865097054
2486 2486_1 -1.59942038877952
2487 2487_0 0.124758500249523
2487 2487_1 -0.00193309795896399
2488 2488_0 -2.65898417732644
2488 2488_1 -1.40583593345509
2489 2489_0 -2.47094320093308
2489 2489_1 -0.901250623768772
249 249_0 -1.43716689086674
249 249_1 -0.793498912788825
2490 2490_0 -0.0149676795828506
2490 2490_1 -0.986121131523139
2491 2491_0 -2.6368522529601
2491 2491_1 -1.56165914559242
2492 2492_0 -1.99038953477459
2492 2492_1 -1.84224061481143
2493 2493_0 -0.0659677319304259
2493 2493_1 -1.23172084019622
2494 2494_0 -0.637753153061362
2494 2494_1 -0.599728043781195
2495 2495_0 -0.169480055469888
2495 2495_1 -1.90716057266293
2496 2496_0 -0.329233579884833
2496 2496_1 -0.966140590828095
2497 2497_0 -2.30883452739313
2497 2497_1 -1.62042116181604
2498 2498_0 -1.37725343934251
2498 2498_1 -1.01494180031657
2499 2499_0 -1.12028158861186
2499 2499_1 -1.22264433319403
25 25_0 -0.0164381258203925
25 25_1 -0.04492873922596
250 250_0 -2.61928106856257
250 250_1 -1.3644797458464
2500 2500_0 -0.762499914316266
2500 2500_1 -1.67019436772668
2501 2501_0 -0.559116931556591
2501 2501_1 0.0712698079897877
2502 2502_0 -1.53107537329458
2502 2502_1 -1.82593047778897
2503 2503_0 -0.97323411681115
2503 2503_1 -1.35772344135351
